doc_type	doc_id	num	date_str	description	url_metadata	lang	url_pdf	time_str	ut
lk_dmc_situation_reports	2026-01-09-10-00-situation-report	10-00-situation-report	2026-01-09	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1767934255.pdf	10:00	1767933000.0
lk_dmc_situation_reports	2026-01-08-10-00-situation-report	10-00-situation-report	2026-01-08	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1767851876.pdf	10:00	1767846600.0
lk_dmc_situation_reports	2026-01-07-10-00-situation-report	10-00-situation-report	2026-01-07	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1767761830.pdf	10:00	1767760200.0
lk_dmc_situation_reports	2026-01-06-10-00-situation-report	10-00-situation-report	2026-01-06	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1767675139.pdf	10:00	1767673800.0
lk_dmc_situation_reports	2026-01-05-10-00-situation-report	10-00-situation-report	2026-01-05	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1767587807.pdf	10:00	1767587400.0
lk_dmc_situation_reports	2026-01-04-10-00-situation-report	10-00-situation-report	2026-01-04	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1767501182.pdf	10:00	1767501000.0
lk_dmc_situation_reports	2026-01-03-10-00-situation-report	10-00-situation-report	2026-01-03	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1767414970.pdf	10:00	1767414600.0
lk_dmc_situation_reports	2026-01-02-10-00-situation-report	10-00-situation-report	2026-01-02	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summary_Report_at_1000hrs_on_2026__1767330508.pdf	10:00	1767328200.0
lk_dmc_situation_reports	2026-01-01-10-00-situation-report	10-00-situation-report	2026-01-01	Situation Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summery_Report_at_1000hrs_on_2026__1767242665.pdf	10:00	1767241800.0
lk_dmc_situation_reports	2025-12-31-10-00-situation-summary-report	10-00-situation-summary-report	2025-12-31	Situation Summary Report	https://www.dmc.gov.lk/index.php?option=com_dmcreports&view=reports&Itemid=273&report_type_id=1&lang=en&limitstart=0	en	https://www.dmc.gov.lk/images/dmcreports/Situation_Summery_Report_at_1000hrs_on_2025__1767160315.pdf	10:00	1767155400.0
